																																																												
																																																												
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
New Zealand	NZL	Real interest rate (%)	FR.INR.RINR																																								6.565872537	4.684908702	3.619805935	7.019898601	4.736777817	3.947368017	5.698296604	5.422725118	2.912735425	5.940477498	3.553163547	2.850439158	3.732932698	5.926662664	1.651668235	5.622468024	5.884304641	
OECD members	OED	Real interest rate (%)	FR.INR.RINR																																																									
Oman	OMN	Real interest rate (%)	FR.INR.RINR																									15.81237353	10.80331681	38.1636642	-1.867143992	7.972871252	10.0050003	-12.14339324	19.66417169	7.864799409	14.66787937	9.057253766	7.488326235	1.691790842	11.79589994	27.05372271	-1.214753628	-6.576443281	14.45539122	3.672787345	-1.915250522	-4.811118701	-12.57398168	-5.479557089	-0.903964034	-19.92690254	43.50116285	-7.610416072	-9.356009417	2.329163423	6.882729834	4.967563888	28.44322464	
Other small states	OSS	Real interest rate (%)	FR.INR.RINR																																																									
Pakistan	PAK	Real interest rate (%)	FR.INR.RINR																																																									
Panama	PAN	Real interest rate (%)	FR.INR.RINR																											11.97801071	10.07749433	12.68627685	14.38266039	11.35063983	11.24429448	5.279253438	6.28198812	6.243027917	10.57892027	11.66985794	8.879143969	9.723818091	9.130697113	11.87557683	9.842252713	8.764677247	8.696084492	6.726160356	6.797829985	6.294350888	4.93277616	0.403079642	1.412026722	4.791896208	0.554838667	0.231121099	1.23605645	3.365845078	7.196086445	
Peru	PER	Real interest rate (%)	FR.INR.RINR																											-16.53796519	-26.88437928	-60.03398109	-39.53356639	-23.37145231	76.42824497	62.54087014	32.09190655	23.76963419	19.8771272	19.91616472	22.02446488	25.86627529	31.20635655	25.56984775	24.41195004	20.63384586	18.87154951	17.3087052	21.28436819	15.11949891	21.05116741	22.32387459	18.5944908	12.54947337	11.17808786	17.82002249	16.87879508	12.84148106	13.56418049	
Philippines	PHL	Real interest rate (%)	FR.INR.RINR																	3.412101643	3.442343216	2.440517472	-0.731057926	-0.21877392	3.251425549	8.664829399	4.391483979	-16.39588739	9.33311216	14.1626657	5.432393284	5.722280724	9.388531117	9.866934264	5.618191648	10.69780471	7.348528765	4.605380666	6.630626429	6.667883114	9.462382215	-4.57936545	4.870473677	4.916715434	6.491842174	4.777422865	6.07582317	4.323601483	4.116958779	4.601887334	5.433189672	1.117651519	5.636603046	3.310495797	2.539402681	3.639468291	3.646780873	2.276728797	6.249603375	
Palau	PLW	Real interest rate (%)	FR.INR.RINR																																																									
Papua New Guinea	PNG	Real interest rate (%)	FR.INR.RINR																					3.789929116	15.91101878	8.267069376	-5.963786776	2.979267137	9.763348576	10.82952181	3.676954599	4.407347673	17.61143188	10.92868095	6.70450802	11.33227102	14.13611211	1.777954961	-2.339634385	11.28694951	1.865602705	2.759041519	7.046922551	3.92571826	8.692587774	1.423750329	7.40623933	15.55308007	-0.635761583	1.034826168	5.710520371	1.330788006	13.03557353	0.512584814	6.153901929	13.99563555	7.745143619	-1.440731714		
Poland	POL	Real interest rate (%)	FR.INR.RINR																																9.352475627	8.100926419	11.03683343	3.452684447	4.275482378	6.877318231	10.15610377	12.11590202	10.14872075	13.08998802	14.77570153	9.997785072	6.487540981	2.528267625	4.155522312	3.694759385										
Pre-demographic dividend	PRE	Real interest rate (%)	FR.INR.RINR																																																									
Puerto Rico	PRI	Real interest rate (%)	FR.INR.RINR																																																									
"Korea, Dem. People’s Rep."	PRK	Real interest rate (%)	FR.INR.RINR																																																									
Portugal	PRT	Real interest rate (%)	FR.INR.RINR																	-6.471035588	-10.99686738	-3.89455612	-0.575547578	-1.780801173	2.139367388	1.913715359	2.624077445	3.802618457	4.564940662	-0.685865925	8.01102875	5.725350484	8.209844892	7.62771327	13.56253731	8.06426349	8.473526221	7.206261512	10.02757518	9.127202271	5.066526946	3.269875268	1.739921123																	
Paraguay	PRY	Real interest rate (%)	FR.INR.RINR																															-5.381342647	5.676578493	12.16110699	16.53593471	20.33707392	20.58739396	18.3644076	23.57164674	15.17310249	20.71920722	13.45786374	15.509143	20.62810962	33.66740947	22.53349109	18.01912958	22.68058501	13.90127948	15.06533901	25.68919263	18.78928697	10.5390399	11.84862741	18.2756498	15.26268283	20.46440774	
West Bank and Gaza	PSE	Real interest rate (%)	FR.INR.RINR																																										5.877500156	6.387107544	9.895965334	8.130376714	6.555278321	1.87459098	2.64127851	-6.191643419	5.947386929	-6.354320316	2.237148901	5.484958342	-0.641593763	4.215013757	10.82918076	
Pacific island small states	PSS	Real interest rate (%)	FR.INR.RINR																																																									
Post-demographic dividend	PST	Real interest rate (%)	FR.INR.RINR																																																									
French Polynesia	PYF	Real interest rate (%)	FR.INR.RINR																																																									
Qatar	QAT	Real interest rate (%)	FR.INR.RINR																																													-5.407973446	-18.30131685	-1.09043551	-3.191431697	-13.06383635	41.25294816	0.273060301	-10.80840279	-0.932832337	3.179780935	5.172688639	35.45838648	
Romania	ROU	Real interest rate (%)	FR.INR.RINR																																			-20.34590377	4.968647576	7.626404225	-26.72030327	4.854684759	10.79212355	7.534996735	5.455546191	10.43176258	1.643505697	8.759875538	6.687701178	3.104271511	0.493109068	-0.525872354	11.94749606	8.210634964	7.052521202	6.346189009	6.870638401	6.667517632	3.739731682	
Russian Federation	RUS	Real interest rate (%)	FR.INR.RINR																																				72.25533064	69.27649109	14.75980531	19.61636343	-18.95163392	-9.633221274	1.217968156	0.179272026	-0.707559354	-7.34973197	-7.227427496	-4.120035742	-3.313617821	-4.861511411	13.05426249	-2.951584024	-12.28010113	0.739674555	4.482379108	1.977850267	7.462273929	
Rwanda	RWA	Real interest rate (%)	FR.INR.RINR																																					6.868452041	0.517635166	14.57699466	28.6608561	13.76913367	16.15762675	22.89377762	-4.594172695	2.484144442	3.971113595	6.396680294	3.831947898	1.963120148	6.960019577	13.93549827	8.775600112	9.897217587	11.61137083	13.51462122	15.63618128	
South Asia	SAS	Real interest rate (%)	FR.INR.RINR																																																									
Saudi Arabia	SAU	Real interest rate (%)	FR.INR.RINR																																																									
Sudan	SDN	Real interest rate (%)	FR.INR.RINR																																																									
Senegal	SEN	Real interest rate (%)	FR.INR.RINR																																														4.085446664	4.065701234	2.204801495	1.247872265	8.54505486	5.1126914	2.500064066	4.271756448	9.558876023	7.534176307	6.106072204	
Singapore	SGP	Real interest rate (%)	FR.INR.RINR																			3.89379291	2.985202651	0.455327231	7.210502003	5.527651427	5.702071271	8.889738034	9.630153627	8.157637794	5.508783805	0.403826608	1.995363805	2.591237431	3.016182247	4.907617515	1.920672098	2.126728315	2.981651675	4.719155044	5.232890356	8.920080416	10.09232131	2.018648861	8.072198266	6.677971435	7.136167026	1.007288172	3.00689269	3.531769737	-0.501595468	6.975659728	1.795752326	5.428484038	4.222769165	4.615962343	6.123142225	5.304279563	3.650318758	
Solomon Islands	SLB	Real interest rate (%)	FR.INR.RINR																																11.38620359	3.001777915	1.940060957	7.062017016	8.732289617	4.043241457	8.861838145	8.893639149	10.77214635	3.500296074	10.42800635	2.130197852	12.78080136	6.64863943	8.372089644	9.263774211	7.783375511	2.687806812	7.487555664	8.750452292	2.182706888	4.633287218	11.19317601	2.128752898	9.384808574	
Sierra Leone	SLE	Real interest rate (%)	FR.INR.RINR						2.664606977	5.126402683	14.71143773	1.249698985	-5.400045256	10.36453134	16.04089754	1.934606311	-12.35555997	-5.396688943	-0.338701111	0.661033345	-7.304526905	-10.37553642	-0.480305614	18.09607994	5.79741086	-2.954919179	-1.832698546	-15.57393256	-30.72402277	-34.35013554	-51.6172492	-22.08815816	-19.70670541	-10.60518491	-31.69747312	-10.54272527	18.71761055	1.816131053	-3.566412809	1.961726596	21.13852795	0.047030663	8.225246384	22.23915831	-28.40156651	27.17119654	6.012398885	8.205919941	6.832610808	10.23587722	17.04540934	13.18978037	13.28572305	3.4675554	3.15098335	7.996104757	12.75176766	17.30335875	-0.113375367	
El Salvador	SLV	Real interest rate (%)	FR.INR.RINR																																																									
San Marino	SMR	Real interest rate (%)	FR.INR.RINR																															5.632768604	7.121489323	12.93128616	11.25993184	10.71406039	9.394126976	10.0501506	9.568661531	7.662802324	6.25822089	6.402960437	5.945977	5.445030456	4.954367677	5.10642366	5.199837367	4.671190447	5.742193314	4.516088015								
Somalia	SOM	Real interest rate (%)	FR.INR.RINR																																																									
Serbia	SRB	Real interest rate (%)	FR.INR.RINR																																						50.30501499	28.26431778	9.625478994	-40.47436807	-28.92797737	1.415870669	2.568545242	5.903490238	2.188731685	4.199958313	2.690875895	4.98077828	3.215168095	10.7864953	6.944950291	11.23283948	11.03014929	11.78279884		
Sub-Saharan Africa (excluding high income)	SSA	Real interest rate (%)	FR.INR.RINR																																																									
South Sudan	SSD	Real interest rate (%)	FR.INR.RINR																																																					7.73900515	0.954430694	16.29763695	12.02173408	
Sub-Saharan Africa	SSF	Real interest rate (%)	FR.INR.RINR																																																									
Small states	SST	Real interest rate (%)	FR.INR.RINR																																																									
Sao Tome and Principe	STP	Real interest rate (%)	FR.INR.RINR																																											22.76206824	12.24042521	16.3091444	10.02393718	12.31846585	15.90269268	2.336657626	21.88163338	14.57760861	17.78736321	11.05462808	11.34335469	13.62398652	17.55048753	
Suriname	SUR	Real interest rate (%)	FR.INR.RINR																																-3.050837905	-19.70222778	-57.78172664	-78.59555192	-62.51505354	22.21412645	30.64302465	27.38510593	-37.34635884	-16.67721774	-6.989636091	-16.30618075	-1.649162079	7.229821954	1.65800577	-18.34368384	6.898239666	-2.874922664	4.851802713	4.087556242	-2.369909353	1.283076405	11.77403928	12.61012258	9.707469939	
Slovak Republic	SVK	Real interest rate (%)	FR.INR.RINR																																		-1.012658672	0.979017248	6.328018761	9.060241117	13.14951732	15.40040058	12.85074645	5.044031611	5.853859436	6.058170026	2.946626376	3.10850655	4.13319432	4.619454646	6.783426707	2.833013651								
Slovenia	SVN	Real interest rate (%)	FR.INR.RINR																																					10.06537836	10.69427556	8.09378835	5.427984416	9.787127615	5.870134594	5.196702801	4.822991324	5.162714812	6.154363065	5.108304559	1.674060876	2.053430449	2.509421272							
Sweden	SWE	Real interest rate (%)	FR.INR.RINR											-2.243147293	2.128377899	1.82927635	1.771617962	1.582205801	-3.722218518	0.885492147	2.045091408	1.470512673	5.305374857	3.100249078	7.320816812	7.804436683	4.507280512	7.770652306	9.854369339	5.875768264	7.571599429	6.304511157	6.379758516	6.591694037	7.208722935	14.04208374	8.988870698	7.8806974	7.044005216	6.275470793	5.356676232	5.119564016	4.552402877	4.205656565	2.970709766	3.980917287	2.979496215	3.555500815	2.490302507											
Swaziland	SWZ	Real interest rate (%)	FR.INR.RINR												1.750441847	-1.028270168	-13.75915118	0.078026224	6.271984034	-2.703416447	0.048778622	-0.07307573	-3.37862711	1.192559043	7.477180309	1.905991802	11.23107041	8.344996105	13.81072772	0.321220307	10.63681564	-8.848823706	11.27877704	-12.18308794	6.65477652	4.256370534	-2.593008706	2.9553581	0.347010739	10.20065052	7.32423604	11.26082641	11.43266634	-7.287255926	4.04817044	5.325758947	8.214762746	5.612643784	5.080502985	7.174866992	7.036530084	6.110495535	0.946005491	2.153870616	2.202104771	1.34808203	1.868080126	1.9113534	3.063957059	
Sint Maarten (Dutch part)	SXM	Real interest rate (%)	FR.INR.RINR																																																									
Seychelles	SYC	Real interest rate (%)	FR.INR.RINR																														14.03886349	8.257096462	17.98647998	10.39722794	11.15378621	14.61507621	16.66938208	18.02442683	13.64915387	9.521030372	8.930405483	6.494547703	4.209419023	6.731160157	4.406968392	-11.77667838	9.267881487	8.485235704	-0.810525663	-17.15803003	-9.527437036	17.6593116	6.405684025	1.540008051	8.785150504	8.239460517	10.00915065	
Syrian Arab Republic	SYR	Real interest rate (%)	FR.INR.RINR																			-1.158900415	-6.126169391	-7.212163306	-6.96196256	6.440868444	3.765518734	1.714799141	4.709702843	-13.71345028	-13.08190906	-15.25068422	-11.61712262	-8.660394177	1.291214835	3.692020195	2.972911516	-4.069117258	2.170857658	-5.950622055	2.819285354	9.327327149	1.449681013	-0.638996964	4.242805024	10.44145842	6.861551901	-2.564447933	-3.542518551	0.195058108	-1.605088743									
Turks and Caicos Islands	TCA	Real interest rate (%)	FR.INR.RINR																																																									
Chad	TCD	Real interest rate (%)	FR.INR.RINR																				0.2867573	2.083135655	2.725693679	1.62900896	11.48648009	-10.12873581	17.50843523	33.62679235	14.07403277	1.307343653	12.91437752	3.691866476	14.6228997	35.22353117	19.02301431	-18.14411533	6.585194153	9.457824491	17.5532141	14.28634719	31.9958708	15.87066778	6.036164849	15.79091835	17.90684806	7.532509706	-8.153234995	4.863329759	11.32414976									
East Asia & Pacific (IDA & IBRD countries)	TEA	Real interest rate (%)	FR.INR.RINR																																																									
Europe & Central Asia (IDA & IBRD countries)	TEC	Real interest rate (%)	FR.INR.RINR																																																									
Togo	TGO	Real interest rate (%)	FR.INR.RINR																																														1.816659894	10.29085125	6.918469939	-4.329598133	7.80001371	8.24568252	1.795237912	2.703859594	10.74308948	4.202859251	4.075319726	
Thailand	THA	Real interest rate (%)	FR.INR.RINR																	6.262932109	4.604205531	1.168657134	3.969564126	3.055257043	8.153283418	11.32754779	11.15221596	15.12481298	13.60981725	11.53121579	6.510928117	5.348397416	5.779725927	8.171716429	9.124942558	7.346329001	4.389749302	5.945566264	7.102161245	8.931950566	8.834355124	5.878862236	11.86204195	6.417134593	5.231960468	5.098437635	3.7083408	1.864295993	0.666248059	2.140630612	4.466207249	1.814727322	5.756718432	1.780065137	3.053829541	5.090607378	5.144507137	5.753328644	6.327598883	
Tajikistan	TJK	Real interest rate (%)	FR.INR.RINR																																						6.227247433	-19.66571301	-0.215197459	2.382161496	-7.033481623	-3.877873505	-8.081492818	2.379279211	12.57274878	2.553607397	-3.361451873	-3.56524514	9.249926005	9.725942686	8.06297081	8.246124805	19.15454412	18.0796668	25.68004117	
Turkmenistan	TKM	Real interest rate (%)	FR.INR.RINR																																																									
Latin America & the Caribbean (IDA & IBRD countries)	TLA	Real interest rate (%)	FR.INR.RINR																																																									
Timor-Leste	TLS	Real interest rate (%)	FR.INR.RINR																																												11.69052178	12.88700719	17.62167919	16.53517161	6.197543544	4.043932525	5.380264873	7.518596854	-1.434858752	5.395130779	13.97072772	12.05149985	14.87061245	
Middle East & North Africa (IDA & IBRD countries)	TMN	Real interest rate (%)	FR.INR.RINR																																																									
Tonga	TON	Real interest rate (%)	FR.INR.RINR																							1.979168766	1.610001423	3.27243754	-0.21422783	-5.311645086	-0.911653009	0.853418086	4.629834225	1.115615	3.689604368	5.632989475	9.867730747	-13.22013525	13.8644632	5.567545114	12.01816818	8.811962423	4.622680247	8.011514735	7.860654123	2.596471658	1.840320208	5.386624158	4.465128797	-4.483944757	5.666589028	4.914754758	15.17115994	7.573801819	5.263835934	7.436958092	9.179026712	7.801079583	6.715991648	
South Asia (IDA & IBRD)	TSA	Real interest rate (%)	FR.INR.RINR																																																									
Sub-Saharan Africa (IDA & IBRD countries)	TSS	Real interest rate (%)	FR.INR.RINR																																																									
Trinidad and Tobago	TTO	Real interest rate (%)	FR.INR.RINR																					-19.6785747	3.520982149	-0.58066543	5.048103872	6.357179562	11.307733	13.41421736	6.340080423	8.091394089	5.720808338	-2.268376324	13.18528533	10.97996109	4.94082288	0.459954318	10.71244748	13.59050896	19.75397257	19.54320145	12.21268767	4.618171512	12.52283762	18.63956759	0.623215861	0.392905078	-3.721451976	9.032102256	-0.888563112	-9.173778619	54.6795673	-3.060961682	-6.705743115	7.652189573	7.038965361	8.508009943	20.09645653	
Tunisia	TUN	Real interest rate (%)	FR.INR.RINR																			0.73739776	-2.842560535	-4.919169613	-2.967919526	-6.47169375	-3.727320053	1.41968609	5.818577675	5.451944909	5.621928168	2.009336215	-3.688605846																											
Turkey	TUR	Real interest rate (%)	FR.INR.RINR																																																									
Tuvalu	TUV	Real interest rate (%)	FR.INR.RINR																																																									
Tanzania	TZA	Real interest rate (%)	FR.INR.RINR																														8.622878845				5.253020511	5.96938969	12.58957616	12.27968756	4.712578399	-3.49209686	9.904284654	13.01958404	14.00848892	8.682606689	5.594363823	6.65094479	-8.86648896	-0.70329274	9.567026618	-0.824844663	5.278558774	4.850988572	3.061980634	4.260831525	7.579044999	10.68824419	8.95227886	
Uganda	UGA	Real interest rate (%)	FR.INR.RINR																								-20.40352836	-2.682174749	-43.7223014	-43.80780446	-52.07387467	-53.44428082	-35.01874021	-3.957209765	6.66352497				9.861413109	15.03424725	17.72687057	11.10068608	21.68683165	10.62161427	17.33449568	22.99559284	10.32903873	4.339243937	21.76555229	15.90900435	10.98058255	13.2429703	-9.739965677	8.677814446	14.76826101	3.776937726	18.47504852	17.48589077	16.6745137	
Ukraine	UKR	Real interest rate (%)	FR.INR.RINR																																		-91.72441167	-66.74928866	-56.82517671	8.268449592	26.29107539	37.928651	21.62683797	14.95540055	20.31046873	19.24206809	8.939415008	1.950031392	-6.726593195	0.253237756	-7.212425996	-8.625505021	6.889069841	2.166112151	1.529266135	9.830976343	11.8003967	1.567044533	-11.97483127	
Upper middle income	UMC	Real interest rate (%)	FR.INR.RINR																																																									
Uruguay	URY	Real interest rate (%)	FR.INR.RINR																	7.418075681	2.965286614	15.58004454	-9.848461963	5.033520637	23.06395048	31.15043689	22.24534701	13.94699555	8.502673308	10.52318401	9.938261468	11.84589602	24.83006128	27.54395071	21.28823272	31.92427381	29.45080238	36.21661468	36.87110203	47.06251052	31.14081718	37.37846327	43.80581263	41.06516642	41.71555541	93.91507814	36.38129895	12.32827871	12.84458555	2.550076113	-0.43664832	4.095474224	6.995333863	5.165714029	0.708327217	2.433400916	3.957639881	5.633873411	6.571673119	
United States	USA	Real interest rate (%)	FR.INR.RINR		3.107884875	3.215345976	3.374882242	2.951669	2.565913126	2.649420629	2.406227032	1.863911247	2.851773364	5.5752646	0.614433603	0.880973723	2.446487883	1.66564438	-1.280345801	1.280760027	0.584916542	1.90185887	4.073621524	5.730491581	8.719667652	8.151401817	6.585769311	8.203193877	6.524947905	6.189985415	5.511425108	5.617435399	6.723887727	6.084919264	4.969412703	3.883587739	3.536593706	4.905798548	6.605716143	6.329727347	6.616914292	7.190871093	6.366418092	6.803009695	4.539319194	3.092403166	2.08683115	1.547720834	2.878895959	4.739619623	5.248970835	3.065749495	2.471793576	2.004172652	1.161394072	1.382482478	1.609007329	1.43397513	2.160830623	
Uzbekistan	UZB	Real interest rate (%)	FR.INR.RINR																																																									
St. Vincent and the Grenadines	VCT	Real interest rate (%)	FR.INR.RINR																		-20.94916046	-3.387599422	-4.003774822	-2.70050133	-7.1832016	3.131916193	5.129038424	8.088261345	10.33254597	7.570489667	3.510962202	11.79914905	6.633657506	5.028721407	6.065479234	8.544471392	13.27525956	9.145586535	9.628858083	7.395429201	9.799685552	7.842981951	9.556297599	11.70271288	4.61863709	10.43941525	15.45215532	5.459470005	6.446845715	6.523877206	1.109458551	9.502722189	10.14248043	4.53442591	9.497915827	8.234988868	7.076063423	9.386439991	9.58402328	
"Venezuela, RB"	VEN	Real interest rate (%)	FR.INR.RINR																									-4.397457465	-1.01750012	5.428737272	-18.6176339	-10.89811201	-35.07792241	-4.380531237	12.93846951	10.20198078	21.46353243	-5.055958654	-7.917594853	-35.31445756	-10.64519041	23.09878633	4.701637098	-3.28587533	13.38442313	2.672189947	-7.218669896	-11.53910259	-9.872293159	-2.058999173	1.434858453	-5.964399617	11.18564461	-18.90855875	-8.583113847	2.034527031	-14.47032296	-16.53997606		
British Virgin Islands	VGB	Real interest rate (%)	FR.INR.RINR																																																									
Virgin Islands (U.S.)	VIR	Real interest rate (%)	FR.INR.RINR																																																									
Vietnam	VNM	Real interest rate (%)	FR.INR.RINR																																		12.57720303			10.49086478	7.335317272	5.110481687	6.587525884	-0.935987892	6.567109833	3.925469924	2.424537286	0.448570687	1.667582352	2.401517261	1.413637869	-5.616335289	3.627938694	0.946596857	-3.551743869	2.294928962	5.35841613	4.825874155	7.322258132	
Vanuatu	VUT	Real interest rate (%)	FR.INR.RINR																						8.887842356	19.12934753	15.41115869	4.160681878	19.87446662	19.55667799	-0.891985521	6.584134505	9.90896368	18.51482488	6.985396789	13.10728307	13.67143764	13.34087654	8.638450563	8.251315518	7.09662058	2.589964759	7.001217719	7.50560848	4.907291985	4.500296285	5.07157678	5.372201934	7.015168256	4.214083313	2.548809232	-1.89259698	3.116697714	2.809124949	2.328907139	5.613064796	2.282238158	2.654940893	1.112826446	
World	WLD	Real interest rate (%)	FR.INR.RINR																																																									
Samoa	WSM	Real interest rate (%)	FR.INR.RINR																																											8.797752959	8.443025598	3.939320705	10.48168692	2.249960087	12.80613949	3.73733914	9.415133546	8.850291754	7.475961268	5.675092998	8.338981884	9.655916536	6.469794298	
Kosovo	XKX	Real interest rate (%)	FR.INR.RINR																																													19.34946676	17.78388738	10.66247105	12.63974174	6.223312565	12.48896573	8.860988636	8.366048322	9.813280378	8.940296008	5.879668435	7.92233888	
"Yemen, Rep."	YEM	Real interest rate (%)	FR.INR.RINR																																					-3.889803669	8.143820152	28.87715921	-7.026456176	-3.084318629	14.35723398	8.275501086	6.409511224	3.844143709	-0.449960737	3.883621146	6.413407629	-1.975237376	29.2517104	0.175576626	5.83025955	17.57133442	11.78875491			
South Africa	ZAF	Real interest rate (%)	FR.INR.RINR		5.503228775	5.581860363	2.103264089	4.025858077	6.576777264	2.980899504	4.010094436	4.310337308	0.341877568	3.724186481	2.692031636	-2.004159277	-8.728645092	-4.947610413	1.012995068	1.660207576	1.197702413	0.398755724	-4.456280667	-12.34013153	3.704937951	4.736807987	0.083922412	9.696641013	4.023470143	-2.330733496	-1.744584905	0.130334477	2.195600281	4.742400733	3.962334598	3.783397094	-0.268864734	5.49683051	6.970414424	10.76408751	11.12432938	12.99255332	10.2517035	5.242528076	5.693978316	3.159022767	8.662840201	4.472619704	4.908467702	4.603671469	3.966380361	5.78272573	3.910367979	3.274351919	2.316472195	3.289403088	1.794189268	3.239059816	5.251954785	
Zambia	ZMB	Real interest rate (%)	FR.INR.RINR												15.67132861	3.412854678	-10.33435904	-2.997730908	25.24743454	-6.140890132	-0.003711913	-3.932756094	-10.50605583	-2.024746654	2.184968597	3.166989768	-4.745323719	-3.202506086	-15.96661009	-29.99826903	-25.19371319	-11.97134955	-34.546802	-34.5390409		-41.7902439	-12.45596944	-5.634470074	11.42491372	23.67048579	16.97663006	12.73930841	19.15879548	4.664767996	16.67746354	21.61562443	19.52534135	9.196933663	9.909363778	7.517674803	5.239336287	7.612910072	15.63422281	6.112635136	6.949338091	4.822039938	-0.188138406	5.81851024	6.178330509	
Zimbabwe	ZWE	Real interest rate (%)	FR.INR.RINR																			14.69417854	2.048320122	4.256719239	12.75347346	18.43006565	37.52558955	47.47272702	41.19299764	4.60456028	5.420909889	4.838222071	12.11103475	12.74608329	23.89686173	39.47869702	41.70296573	40.32753449	30.75851913	23.16825818	36.47587273	94.72680366	43.86669581	67.15874376	38.20172543	32.87435187	81.33212689	252.1153222	219.2751107	508.740767	572.9363135									
